0.00.021.197 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.432 I srv    load_model: loading model '/userdata/llama/models/SmolVLM-500M-Instruct-Q8_0.gguf'
0.02.412.611 W load_tensors: ffn up/down are swapped
0.02.939.088 I srv    load_model: loaded multimodal model, '/userdata/llama/models/mmproj-SmolVLM-500M-Instruct-Q8_0.gguf'
0.03.074.815 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 8192, kv_unified = 'true'
0.03.079.311 I srv  llama_server: model loaded
0.03.079.319 I srv  llama_server: listening on http://127.0.0.1:8088
0.04.406.776 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
9.10.692.504 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.10.700.116 I slot launch_slot_: id  3 | task 360 | processing task, is_child = 0
9.18.235.185 I slot print_timing: id  3 | task 360 | prompt eval time =    7428.43 ms /   149 tokens (   49.86 ms per token,    20.06 tokens per second)
9.18.235.250 I slot print_timing: id  3 | task 360 |        eval time =     106.46 ms /     3 tokens (   35.49 ms per token,    28.18 tokens per second)
9.18.235.262 I slot print_timing: id  3 | task 360 |       total time =    7534.89 ms /   152 tokens
9.18.235.268 I slot print_timing: id  3 | task 360 |    graphs reused =         74
9.18.235.303 I slot      release: id  3 | task 360 | stop processing: n_tokens = 151, truncated = 0
9.18.288.181 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.18.299.182 I slot launch_slot_: id  3 | task 365 | processing task, is_child = 0
9.25.896.976 I slot print_timing: id  3 | task 365 | prompt eval time =    7497.10 ms /   149 tokens (   50.32 ms per token,    19.87 tokens per second)
9.25.896.987 I slot print_timing: id  3 | task 365 |        eval time =     100.35 ms /     3 tokens (   33.45 ms per token,    29.89 tokens per second)
9.25.896.988 I slot print_timing: id  3 | task 365 |       total time =    7597.45 ms /   152 tokens
9.25.896.990 I slot print_timing: id  3 | task 365 |    graphs reused =         75
9.25.897.026 I slot      release: id  3 | task 365 | stop processing: n_tokens = 151, truncated = 0
9.25.951.526 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.25.962.506 I slot launch_slot_: id  3 | task 370 | processing task, is_child = 0
9.33.520.069 I slot print_timing: id  3 | task 370 | prompt eval time =    7467.50 ms /   149 tokens (   50.12 ms per token,    19.95 tokens per second)
9.33.520.079 I slot print_timing: id  3 | task 370 |        eval time =      89.73 ms /     3 tokens (   29.91 ms per token,    33.43 tokens per second)
9.33.520.081 I slot print_timing: id  3 | task 370 |       total time =    7557.23 ms /   152 tokens
9.33.520.083 I slot print_timing: id  3 | task 370 |    graphs reused =         76
9.33.520.121 I slot      release: id  3 | task 370 | stop processing: n_tokens = 151, truncated = 0
9.33.575.056 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.33.586.480 I slot launch_slot_: id  3 | task 375 | processing task, is_child = 0
9.41.138.046 I slot print_timing: id  3 | task 375 | prompt eval time =    7465.15 ms /   149 tokens (   50.10 ms per token,    19.96 tokens per second)
9.41.138.060 I slot print_timing: id  3 | task 375 |        eval time =      86.17 ms /     3 tokens (   28.72 ms per token,    34.81 tokens per second)
9.41.138.062 I slot print_timing: id  3 | task 375 |       total time =    7551.32 ms /   152 tokens
9.41.138.064 I slot print_timing: id  3 | task 375 |    graphs reused =         77
9.41.138.102 I slot      release: id  3 | task 375 | stop processing: n_tokens = 151, truncated = 0
9.41.193.925 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.41.204.716 I slot launch_slot_: id  3 | task 380 | processing task, is_child = 0
9.48.753.290 I slot print_timing: id  3 | task 380 | prompt eval time =    7446.12 ms /   149 tokens (   49.97 ms per token,    20.01 tokens per second)
9.48.753.302 I slot print_timing: id  3 | task 380 |        eval time =     102.13 ms /     3 tokens (   34.04 ms per token,    29.37 tokens per second)
9.48.753.304 I slot print_timing: id  3 | task 380 |       total time =    7548.25 ms /   152 tokens
9.48.753.306 I slot print_timing: id  3 | task 380 |    graphs reused =         78
9.48.753.345 I slot      release: id  3 | task 380 | stop processing: n_tokens = 151, truncated = 0
9.48.808.029 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.48.818.638 I slot launch_slot_: id  3 | task 385 | processing task, is_child = 0
9.56.403.528 I slot print_timing: id  3 | task 385 | prompt eval time =    7486.07 ms /   149 tokens (   50.24 ms per token,    19.90 tokens per second)
9.56.403.537 I slot print_timing: id  3 | task 385 |        eval time =      98.49 ms /     3 tokens (   32.83 ms per token,    30.46 tokens per second)
9.56.403.538 I slot print_timing: id  3 | task 385 |       total time =    7584.56 ms /   152 tokens
9.56.403.540 I slot print_timing: id  3 | task 385 |    graphs reused =         79
9.56.403.577 I slot      release: id  3 | task 385 | stop processing: n_tokens = 151, truncated = 0
9.56.458.492 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
9.56.469.682 I slot launch_slot_: id  3 | task 390 | processing task, is_child = 0
10.04.025.097 I slot print_timing: id  3 | task 390 | prompt eval time =    7448.67 ms /   149 tokens (   49.99 ms per token,    20.00 tokens per second)
10.04.025.108 I slot print_timing: id  3 | task 390 |        eval time =     106.51 ms /     3 tokens (   35.50 ms per token,    28.17 tokens per second)
10.04.025.110 I slot print_timing: id  3 | task 390 |       total time =    7555.18 ms /   152 tokens
10.04.025.112 I slot print_timing: id  3 | task 390 |    graphs reused =         80
10.04.025.149 I slot      release: id  3 | task 390 | stop processing: n_tokens = 151, truncated = 0
10.04.078.538 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.04.089.262 I slot launch_slot_: id  3 | task 395 | processing task, is_child = 0
10.11.659.210 I slot print_timing: id  3 | task 395 | prompt eval time =    7484.27 ms /   149 tokens (   50.23 ms per token,    19.91 tokens per second)
10.11.659.225 I slot print_timing: id  3 | task 395 |        eval time =      85.35 ms /     3 tokens (   28.45 ms per token,    35.15 tokens per second)
10.11.659.226 I slot print_timing: id  3 | task 395 |       total time =    7569.62 ms /   152 tokens
10.11.659.228 I slot print_timing: id  3 | task 395 |    graphs reused =         81
10.11.659.267 I slot      release: id  3 | task 395 | stop processing: n_tokens = 151, truncated = 0
10.11.687.227 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.11.693.874 I slot launch_slot_: id  3 | task 400 | processing task, is_child = 0
10.19.254.404 I slot print_timing: id  3 | task 400 | prompt eval time =    7455.96 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
10.19.254.415 I slot print_timing: id  3 | task 400 |        eval time =     104.46 ms /     3 tokens (   34.82 ms per token,    28.72 tokens per second)
10.19.254.416 I slot print_timing: id  3 | task 400 |       total time =    7560.42 ms /   152 tokens
10.19.254.419 I slot print_timing: id  3 | task 400 |    graphs reused =         82
10.19.254.455 I slot      release: id  3 | task 400 | stop processing: n_tokens = 151, truncated = 0
10.19.328.484 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.19.332.132 I slot launch_slot_: id  3 | task 405 | processing task, is_child = 0
10.26.842.755 I slot print_timing: id  3 | task 405 | prompt eval time =    7430.69 ms /   149 tokens (   49.87 ms per token,    20.05 tokens per second)
10.26.842.771 I slot print_timing: id  3 | task 405 |        eval time =      79.87 ms /     3 tokens (   26.62 ms per token,    37.56 tokens per second)
10.26.842.772 I slot print_timing: id  3 | task 405 |       total time =    7510.56 ms /   152 tokens
10.26.842.775 I slot print_timing: id  3 | task 405 |    graphs reused =         83
10.26.842.812 I slot      release: id  3 | task 405 | stop processing: n_tokens = 151, truncated = 0
10.26.918.929 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.26.926.105 I slot launch_slot_: id  3 | task 410 | processing task, is_child = 0
10.34.509.654 I slot print_timing: id  3 | task 410 | prompt eval time =    7493.61 ms /   149 tokens (   50.29 ms per token,    19.88 tokens per second)
10.34.509.670 I slot print_timing: id  3 | task 410 |        eval time =      89.86 ms /     3 tokens (   29.95 ms per token,    33.38 tokens per second)
10.34.509.671 I slot print_timing: id  3 | task 410 |       total time =    7583.47 ms /   152 tokens
10.34.509.673 I slot print_timing: id  3 | task 410 |    graphs reused =         84
10.34.509.711 I slot      release: id  3 | task 410 | stop processing: n_tokens = 151, truncated = 0
10.34.580.402 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.34.591.138 I slot launch_slot_: id  3 | task 415 | processing task, is_child = 0
10.42.173.016 I slot print_timing: id  3 | task 415 | prompt eval time =    7473.87 ms /   149 tokens (   50.16 ms per token,    19.94 tokens per second)
10.42.173.026 I slot print_timing: id  3 | task 415 |        eval time =     107.70 ms /     3 tokens (   35.90 ms per token,    27.86 tokens per second)
10.42.173.028 I slot print_timing: id  3 | task 415 |       total time =    7581.57 ms /   152 tokens
10.42.173.030 I slot print_timing: id  3 | task 415 |    graphs reused =         85
10.42.173.068 I slot      release: id  3 | task 415 | stop processing: n_tokens = 151, truncated = 0
10.42.240.215 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.42.251.427 I slot launch_slot_: id  3 | task 420 | processing task, is_child = 0
10.49.791.883 I slot print_timing: id  3 | task 420 | prompt eval time =    7455.66 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
10.49.791.948 I slot print_timing: id  3 | task 420 |        eval time =      84.55 ms /     3 tokens (   28.18 ms per token,    35.48 tokens per second)
10.49.791.960 I slot print_timing: id  3 | task 420 |       total time =    7540.22 ms /   152 tokens
10.49.791.970 I slot print_timing: id  3 | task 420 |    graphs reused =         86
10.49.792.017 I slot      release: id  3 | task 420 | stop processing: n_tokens = 151, truncated = 0
10.49.869.673 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.49.880.553 I slot launch_slot_: id  3 | task 425 | processing task, is_child = 0
10.57.404.178 I slot print_timing: id  3 | task 425 | prompt eval time =    7437.31 ms /   149 tokens (   49.91 ms per token,    20.03 tokens per second)
10.57.404.188 I slot print_timing: id  3 | task 425 |        eval time =      86.07 ms /     3 tokens (   28.69 ms per token,    34.85 tokens per second)
10.57.404.189 I slot print_timing: id  3 | task 425 |       total time =    7523.39 ms /   152 tokens
10.57.404.191 I slot print_timing: id  3 | task 425 |    graphs reused =         87
10.57.404.229 I slot      release: id  3 | task 425 | stop processing: n_tokens = 151, truncated = 0
10.57.480.432 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
10.57.483.990 I slot launch_slot_: id  3 | task 430 | processing task, is_child = 0
11.05.100.620 I slot print_timing: id  3 | task 430 | prompt eval time =    7531.31 ms /   149 tokens (   50.55 ms per token,    19.78 tokens per second)
11.05.100.629 I slot print_timing: id  3 | task 430 |        eval time =      85.25 ms /     3 tokens (   28.42 ms per token,    35.19 tokens per second)
11.05.100.631 I slot print_timing: id  3 | task 430 |       total time =    7616.56 ms /   152 tokens
11.05.100.633 I slot print_timing: id  3 | task 430 |    graphs reused =         88
11.05.100.901 I slot      release: id  3 | task 430 | stop processing: n_tokens = 151, truncated = 0
11.05.170.814 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.05.181.789 I slot launch_slot_: id  3 | task 435 | processing task, is_child = 0
11.12.725.510 I slot print_timing: id  3 | task 435 | prompt eval time =    7438.18 ms /   149 tokens (   49.92 ms per token,    20.03 tokens per second)
11.12.725.522 I slot print_timing: id  3 | task 435 |        eval time =     105.21 ms /     3 tokens (   35.07 ms per token,    28.51 tokens per second)
11.12.725.523 I slot print_timing: id  3 | task 435 |       total time =    7543.40 ms /   152 tokens
11.12.725.525 I slot print_timing: id  3 | task 435 |    graphs reused =         89
11.12.725.561 I slot      release: id  3 | task 435 | stop processing: n_tokens = 151, truncated = 0
11.12.799.987 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.12.810.654 I slot launch_slot_: id  3 | task 440 | processing task, is_child = 0
11.20.368.775 I slot print_timing: id  3 | task 440 | prompt eval time =    7478.85 ms /   149 tokens (   50.19 ms per token,    19.92 tokens per second)
11.20.368.787 I slot print_timing: id  3 | task 440 |        eval time =      79.03 ms /     3 tokens (   26.34 ms per token,    37.96 tokens per second)
11.20.368.788 I slot print_timing: id  3 | task 440 |       total time =    7557.88 ms /   152 tokens
11.20.368.790 I slot print_timing: id  3 | task 440 |    graphs reused =         90
11.20.368.827 I slot      release: id  3 | task 440 | stop processing: n_tokens = 151, truncated = 0
11.20.439.900 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.20.450.575 I slot launch_slot_: id  3 | task 445 | processing task, is_child = 0
11.27.982.837 I slot print_timing: id  3 | task 445 | prompt eval time =    7432.10 ms /   149 tokens (   49.88 ms per token,    20.05 tokens per second)
11.27.982.846 I slot print_timing: id  3 | task 445 |        eval time =     100.05 ms /     3 tokens (   33.35 ms per token,    29.99 tokens per second)
11.27.982.848 I slot print_timing: id  3 | task 445 |       total time =    7532.14 ms /   152 tokens
11.27.982.849 I slot print_timing: id  3 | task 445 |    graphs reused =         91
11.27.982.889 I slot      release: id  3 | task 445 | stop processing: n_tokens = 151, truncated = 0
11.28.059.023 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.28.070.042 I slot launch_slot_: id  3 | task 450 | processing task, is_child = 0
11.35.587.203 I slot print_timing: id  3 | task 450 | prompt eval time =    7431.78 ms /   149 tokens (   49.88 ms per token,    20.05 tokens per second)
11.35.587.213 I slot print_timing: id  3 | task 450 |        eval time =      85.06 ms /     3 tokens (   28.35 ms per token,    35.27 tokens per second)
11.35.587.214 I slot print_timing: id  3 | task 450 |       total time =    7516.84 ms /   152 tokens
11.35.587.216 I slot print_timing: id  3 | task 450 |    graphs reused =         92
11.35.587.252 I slot      release: id  3 | task 450 | stop processing: n_tokens = 151, truncated = 0
11.35.660.972 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.35.672.072 I slot launch_slot_: id  3 | task 455 | processing task, is_child = 0
11.43.223.976 I slot print_timing: id  3 | task 455 | prompt eval time =    7456.65 ms /   149 tokens (   50.04 ms per token,    19.98 tokens per second)
11.43.223.987 I slot print_timing: id  3 | task 455 |        eval time =      95.03 ms /     3 tokens (   31.68 ms per token,    31.57 tokens per second)
11.43.223.988 I slot print_timing: id  3 | task 455 |       total time =    7551.67 ms /   152 tokens
11.43.223.990 I slot print_timing: id  3 | task 455 |    graphs reused =         93
11.43.224.026 I slot      release: id  3 | task 455 | stop processing: n_tokens = 151, truncated = 0
11.43.297.450 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.43.308.774 I slot launch_slot_: id  3 | task 460 | processing task, is_child = 0
11.50.849.660 I slot print_timing: id  3 | task 460 | prompt eval time =    7458.24 ms /   149 tokens (   50.06 ms per token,    19.98 tokens per second)
11.50.849.671 I slot print_timing: id  3 | task 460 |        eval time =      82.42 ms /     3 tokens (   27.47 ms per token,    36.40 tokens per second)
11.50.849.672 I slot print_timing: id  3 | task 460 |       total time =    7540.66 ms /   152 tokens
11.50.849.674 I slot print_timing: id  3 | task 460 |    graphs reused =         94
11.50.849.709 I slot      release: id  3 | task 460 | stop processing: n_tokens = 151, truncated = 0
11.50.923.696 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.50.934.468 I slot launch_slot_: id  3 | task 465 | processing task, is_child = 0
11.58.529.602 I slot print_timing: id  3 | task 465 | prompt eval time =    7497.20 ms /   149 tokens (   50.32 ms per token,    19.87 tokens per second)
11.58.529.613 I slot print_timing: id  3 | task 465 |        eval time =      97.70 ms /     3 tokens (   32.57 ms per token,    30.71 tokens per second)
11.58.529.614 I slot print_timing: id  3 | task 465 |       total time =    7594.90 ms /   152 tokens
11.58.529.616 I slot print_timing: id  3 | task 465 |    graphs reused =         95
11.58.529.653 I slot      release: id  3 | task 465 | stop processing: n_tokens = 151, truncated = 0
11.58.600.181 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
11.58.611.375 I slot launch_slot_: id  3 | task 470 | processing task, is_child = 0
12.06.125.877 I slot print_timing: id  3 | task 470 | prompt eval time =    7427.20 ms /   149 tokens (   49.85 ms per token,    20.06 tokens per second)
12.06.125.887 I slot print_timing: id  3 | task 470 |        eval time =      87.08 ms /     3 tokens (   29.03 ms per token,    34.45 tokens per second)
12.06.125.889 I slot print_timing: id  3 | task 470 |       total time =    7514.27 ms /   152 tokens
12.06.125.890 I slot print_timing: id  3 | task 470 |    graphs reused =         96
12.06.125.928 I slot      release: id  3 | task 470 | stop processing: n_tokens = 151, truncated = 0
12.06.204.918 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.06.212.761 I slot launch_slot_: id  3 | task 475 | processing task, is_child = 0
12.13.759.223 I slot print_timing: id  3 | task 475 | prompt eval time =    7452.51 ms /   149 tokens (   50.02 ms per token,    19.99 tokens per second)
12.13.759.234 I slot print_timing: id  3 | task 475 |        eval time =      93.86 ms /     3 tokens (   31.29 ms per token,    31.96 tokens per second)
12.13.759.235 I slot print_timing: id  3 | task 475 |       total time =    7546.36 ms /   152 tokens
12.13.759.238 I slot print_timing: id  3 | task 475 |    graphs reused =         97
12.13.759.272 I slot      release: id  3 | task 475 | stop processing: n_tokens = 151, truncated = 0
12.13.833.616 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.13.844.560 I slot launch_slot_: id  3 | task 480 | processing task, is_child = 0
12.21.366.936 I slot print_timing: id  3 | task 480 | prompt eval time =    7437.64 ms /   149 tokens (   49.92 ms per token,    20.03 tokens per second)
12.21.366.946 I slot print_timing: id  3 | task 480 |        eval time =      84.51 ms /     3 tokens (   28.17 ms per token,    35.50 tokens per second)
12.21.366.947 I slot print_timing: id  3 | task 480 |       total time =    7522.15 ms /   152 tokens
12.21.366.949 I slot print_timing: id  3 | task 480 |    graphs reused =         98
12.21.366.984 I slot      release: id  3 | task 480 | stop processing: n_tokens = 151, truncated = 0
12.21.440.446 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.21.451.519 I slot launch_slot_: id  3 | task 485 | processing task, is_child = 0
12.29.011.086 I slot print_timing: id  3 | task 485 | prompt eval time =    7473.11 ms /   149 tokens (   50.16 ms per token,    19.94 tokens per second)
12.29.011.096 I slot print_timing: id  3 | task 485 |        eval time =      86.23 ms /     3 tokens (   28.74 ms per token,    34.79 tokens per second)
12.29.011.098 I slot print_timing: id  3 | task 485 |       total time =    7559.34 ms /   152 tokens
12.29.011.099 I slot print_timing: id  3 | task 485 |    graphs reused =         99
12.29.011.136 I slot      release: id  3 | task 485 | stop processing: n_tokens = 151, truncated = 0
12.29.087.103 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.29.098.223 I slot launch_slot_: id  3 | task 490 | processing task, is_child = 0
12.36.633.876 I slot print_timing: id  3 | task 490 | prompt eval time =    7441.09 ms /   149 tokens (   49.94 ms per token,    20.02 tokens per second)
12.36.633.887 I slot print_timing: id  3 | task 490 |        eval time =      94.33 ms /     3 tokens (   31.44 ms per token,    31.80 tokens per second)
12.36.633.888 I slot print_timing: id  3 | task 490 |       total time =    7535.42 ms /   152 tokens
12.36.633.890 I slot print_timing: id  3 | task 490 |    graphs reused =        100
12.36.633.925 I slot      release: id  3 | task 490 | stop processing: n_tokens = 151, truncated = 0
12.36.710.324 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.36.721.437 I slot launch_slot_: id  3 | task 495 | processing task, is_child = 0
12.44.275.384 I slot print_timing: id  3 | task 495 | prompt eval time =    7455.36 ms /   149 tokens (   50.04 ms per token,    19.99 tokens per second)
12.44.275.395 I slot print_timing: id  3 | task 495 |        eval time =      98.36 ms /     3 tokens (   32.79 ms per token,    30.50 tokens per second)
12.44.275.396 I slot print_timing: id  3 | task 495 |       total time =    7553.72 ms /   152 tokens
12.44.275.398 I slot print_timing: id  3 | task 495 |    graphs reused =        101
12.44.275.434 I slot      release: id  3 | task 495 | stop processing: n_tokens = 151, truncated = 0
12.44.382.836 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.44.395.320 I slot launch_slot_: id  3 | task 500 | processing task, is_child = 0
12.51.908.638 I slot print_timing: id  3 | task 500 | prompt eval time =    7419.71 ms /   149 tokens (   49.80 ms per token,    20.08 tokens per second)
12.51.908.649 I slot print_timing: id  3 | task 500 |        eval time =      93.33 ms /     3 tokens (   31.11 ms per token,    32.15 tokens per second)
12.51.908.650 I slot print_timing: id  3 | task 500 |       total time =    7513.04 ms /   152 tokens
12.51.908.652 I slot print_timing: id  3 | task 500 |    graphs reused =        102
12.51.908.689 I slot      release: id  3 | task 500 | stop processing: n_tokens = 151, truncated = 0
12.52.012.489 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.52.024.034 I slot launch_slot_: id  3 | task 505 | processing task, is_child = 0
12.59.610.957 I slot print_timing: id  3 | task 505 | prompt eval time =    7478.02 ms /   149 tokens (   50.19 ms per token,    19.93 tokens per second)
12.59.610.982 I slot print_timing: id  3 | task 505 |        eval time =     108.77 ms /     3 tokens (   36.26 ms per token,    27.58 tokens per second)
12.59.610.986 I slot print_timing: id  3 | task 505 |       total time =    7586.79 ms /   152 tokens
12.59.610.988 I slot print_timing: id  3 | task 505 |    graphs reused =        103
12.59.611.071 I slot      release: id  3 | task 505 | stop processing: n_tokens = 151, truncated = 0
12.59.710.166 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
12.59.721.335 I slot launch_slot_: id  3 | task 510 | processing task, is_child = 0
13.07.287.816 I slot print_timing: id  3 | task 510 | prompt eval time =    7487.68 ms /   149 tokens (   50.25 ms per token,    19.90 tokens per second)
13.07.287.826 I slot print_timing: id  3 | task 510 |        eval time =      78.57 ms /     3 tokens (   26.19 ms per token,    38.18 tokens per second)
13.07.287.828 I slot print_timing: id  3 | task 510 |       total time =    7566.25 ms /   152 tokens
13.07.287.830 I slot print_timing: id  3 | task 510 |    graphs reused =        104
13.07.287.865 I slot      release: id  3 | task 510 | stop processing: n_tokens = 151, truncated = 0
13.07.388.343 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.07.401.232 I slot launch_slot_: id  3 | task 515 | processing task, is_child = 0
13.15.021.656 I slot print_timing: id  3 | task 515 | prompt eval time =    7532.18 ms /   149 tokens (   50.55 ms per token,    19.78 tokens per second)
13.15.021.667 I slot print_timing: id  3 | task 515 |        eval time =      88.00 ms /     3 tokens (   29.33 ms per token,    34.09 tokens per second)
13.15.021.669 I slot print_timing: id  3 | task 515 |       total time =    7620.18 ms /   152 tokens
13.15.021.670 I slot print_timing: id  3 | task 515 |    graphs reused =        105
13.15.021.706 I slot      release: id  3 | task 515 | stop processing: n_tokens = 151, truncated = 0
13.15.122.692 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.15.133.562 I slot launch_slot_: id  3 | task 520 | processing task, is_child = 0
13.22.661.802 I slot print_timing: id  3 | task 520 | prompt eval time =    7447.90 ms /   149 tokens (   49.99 ms per token,    20.01 tokens per second)
13.22.661.813 I slot print_timing: id  3 | task 520 |        eval time =      80.11 ms /     3 tokens (   26.70 ms per token,    37.45 tokens per second)
13.22.661.814 I slot print_timing: id  3 | task 520 |       total time =    7528.01 ms /   152 tokens
13.22.661.816 I slot print_timing: id  3 | task 520 |    graphs reused =        106
13.22.661.853 I slot      release: id  3 | task 520 | stop processing: n_tokens = 151, truncated = 0
13.22.766.910 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.22.780.178 I slot launch_slot_: id  3 | task 525 | processing task, is_child = 0
13.30.325.480 I slot print_timing: id  3 | task 525 | prompt eval time =    7450.77 ms /   149 tokens (   50.01 ms per token,    20.00 tokens per second)
13.30.325.491 I slot print_timing: id  3 | task 525 |        eval time =      94.29 ms /     3 tokens (   31.43 ms per token,    31.82 tokens per second)
13.30.325.493 I slot print_timing: id  3 | task 525 |       total time =    7545.06 ms /   152 tokens
13.30.325.495 I slot print_timing: id  3 | task 525 |    graphs reused =        107
13.30.325.530 I slot      release: id  3 | task 525 | stop processing: n_tokens = 151, truncated = 0
13.30.429.656 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.30.440.785 I slot launch_slot_: id  3 | task 530 | processing task, is_child = 0
13.37.996.585 I slot print_timing: id  3 | task 530 | prompt eval time =    7461.73 ms /   149 tokens (   50.08 ms per token,    19.97 tokens per second)
13.37.996.594 I slot print_timing: id  3 | task 530 |        eval time =      93.84 ms /     3 tokens (   31.28 ms per token,    31.97 tokens per second)
13.37.996.596 I slot print_timing: id  3 | task 530 |       total time =    7555.57 ms /   152 tokens
13.37.996.597 I slot print_timing: id  3 | task 530 |    graphs reused =        108
13.37.996.637 I slot      release: id  3 | task 530 | stop processing: n_tokens = 151, truncated = 0
13.38.091.637 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.38.102.700 I slot launch_slot_: id  3 | task 535 | processing task, is_child = 0
13.45.663.513 I slot print_timing: id  3 | task 535 | prompt eval time =    7461.61 ms /   149 tokens (   50.08 ms per token,    19.97 tokens per second)
13.45.663.522 I slot print_timing: id  3 | task 535 |        eval time =      98.97 ms /     3 tokens (   32.99 ms per token,    30.31 tokens per second)
13.45.663.523 I slot print_timing: id  3 | task 535 |       total time =    7560.58 ms /   152 tokens
13.45.663.526 I slot print_timing: id  3 | task 535 |    graphs reused =        109
13.45.663.564 I slot      release: id  3 | task 535 | stop processing: n_tokens = 151, truncated = 0
13.45.762.128 I slot get_availabl: id  3 | task -1 | selected slot by LCP similarity, sim_best = 0.396 (> 0.100 thold), f_keep = 0.391
13.45.772.899 I slot launch_slot_: id  3 | task 540 | processing task, is_child = 0
13.53.358.644 I slot print_timing: id  3 | task 540 | prompt eval time =    7482.63 ms /   149 tokens (   50.22 ms per token,    19.91 tokens per second)
